datetime,title,duration,,
10/13/2025 2:34,Carrie Underwood - Undo It,172,,
10/13/2025 2:37,Blake Shelton - Stay Country or Die Tryin',209,,
10/13/2025 2:40,Jordan Davis - Bar None,175,,
10/13/2025 2:43,Scotty McCreery - Cab In A Solo,226,,
10/13/2025 2:47,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),169,,
10/13/2025 2:50,Jason Aldean - Take A Little Ride,188,,
10/13/2025 2:53,Josh Ross - Single Again,171,,
10/13/2025 2:56,Luke Bryan - One Margarita,194,,
10/13/2025 2:59,Eli Young Band - Drunk Last Night,215,,
10/13/2025 3:03,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/13/2025 3:04,Kickin' Kountry@Listen.FM - TOH 9,19,,
10/13/2025 3:05,Jon Pardi - Friday Night Heartbreaker,205,,
10/13/2025 3:08,Lady Antebellum - Bartender,201,,
10/13/2025 3:11,Kane Brown - I Can Feel It,158,,
10/13/2025 3:14,Montgomery Gentry - Hell Yeah,244,,
10/13/2025 3:18,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,62,,
10/13/2025 3:19,Listen.FM - Listen.FM,7,,
10/13/2025 3:19,Luke Combs - Back in the Saddle,209,,
10/13/2025 3:23,Koe Wetzel - High Road (feat. Jessie Murph),176,,
10/13/2025 3:26,Cody Johnson - Dirt Cheap,229,,
10/13/2025 3:30,Sam Hunt - Take Your Time (Radio Edit),220,,
10/13/2025 3:33,Parker McCollum - What Kinda Man,230,,
10/13/2025 3:37,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/13/2025 3:39,Listen.FM - Listen.FM,9,,
10/13/2025 3:39,HARDY - Favorite Country Song,188,,
10/13/2025 3:42,Morgan Wallen - Lies Lies Lies,197,,
10/13/2025 3:45,Jason Aldean - How Far Does A Goodbye Go,219,,
10/13/2025 3:49,Jelly Roll - Halfway To Hell,164,,
10/13/2025 3:52,Russell Dickerson - Happen To Me,175,,
10/13/2025 3:55,George Birge - Mind On You,179,,
10/13/2025 3:58,Hudson Westbrook - House Again (feat. Miranda Lambert),200,,
10/13/2025 4:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/13/2025 4:03,Kickin' Kountry@Listen.FM - TOH 1,14,,
10/13/2025 4:03,Parmalee - Cowgirl,176,,
10/13/2025 4:06,Jon Pardi - Heartache Medication,214,,
10/13/2025 4:09,Tucker Wetmore - Wind Up Missin' You [Clean Edit],156,,
10/13/2025 4:12,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),203,,
10/13/2025 4:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/13/2025 4:16,Listen.FM - Listen.FM,4,,
10/13/2025 4:16,Dustin Lynch - Small Town Boy,205,,
10/13/2025 4:20,Chase Matthew - Darlin',170,,
10/13/2025 4:23,Jason Aldean - Try That In A Small Town [Radio Edit],169,,
10/13/2025 4:26,Zac Brown Band f/Jimmy Buffett - Knee Deep,205,,
10/13/2025 4:29,Ella Langley - you look like you love me (feat. Riley Green),219,,
10/13/2025 4:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,,
10/13/2025 4:34,Listen.FM - Listen.FM,9,,
10/13/2025 4:34,Jackson Dean - Heavens To Betsy,192,,
10/13/2025 4:38,Luke Bryan - Someone Else Calling You Baby (Album Version),239,,
10/13/2025 4:42,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),170,,
10/13/2025 4:44,Morgan Wallen - I Got Better,212,,
10/13/2025 4:48,Parmalee - Girl In Mine,150,,
10/13/2025 4:50,Justin Moore - Time’s Ticking,178,,
10/13/2025 4:53,Jordan Davis - Take It From Me,164,,
10/13/2025 4:56,Dasha - Austin [Clean],175,,
10/13/2025 4:59,Kenny Chesney - Don't Happen Twice,194,,
10/13/2025 5:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/13/2025 5:04,Kickin' Kountry@Listen.FM - TOH 2,14,,
10/13/2025 5:04,Eli Young Band - Even If It Breaks Your Heart (Radio Edit),213,,
10/13/2025 5:08,Eric Church - Hands Of Time,206,,
10/13/2025 5:11,Parker McCollum - Handle On You,210,,
10/13/2025 5:15,Jason Aldean - Let Your Boys Be Country,190,,
10/13/2025 5:18,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,,
10/13/2025 5:19,Listen.FM - Listen.FM,11,,
10/13/2025 5:19,Carrie Underwood - Last Name,237,,
10/13/2025 5:23,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),234,,
10/13/2025 5:27,Post Malone - Guy For That (feat. Luke Combs),160,,
10/13/2025 5:30,Chayce Beckham - 23,230,,
10/13/2025 5:33,Cole Swindell - Single Saturday Night,185,,
10/13/2025 5:37,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/13/2025 5:38,Listen.FM - Listen.FM,11,,
10/13/2025 5:38,Riley Green - Don't Mind If I Do (feat. Ella Langley),207,,
10/13/2025 5:42,Megan Moroney - You Had To Be There (feat. Kenny Chesney),220,,
10/13/2025 5:45,Jordan Davis - I Ain't Sayin',169,,
10/13/2025 5:48,Dylan Scott - What He'll Never Have,155,,
10/13/2025 5:51,Chris Young - Young Love & Saturday Nights,189,,
10/13/2025 5:54,Jelly Roll - Heart Of Stone,186,,
10/13/2025 5:57,Lainey Wilson - Wildflowers and Wild Horses [Single Version],213,,
10/13/2025 6:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,88,,
10/13/2025 6:02,Listen.FM - Listen.FM,5,,
10/13/2025 6:02,Kickin' Kountry@Listen.FM - TOH 3,16,,
10/13/2025 6:03,Carrie Underwood - Blown Away (Album Version),225,,
10/13/2025 6:06,Meghan Patrick - Golden Child,219,,
10/13/2025 6:10,Dierks Bentley - Living,208,,
10/13/2025 6:13,Morgan Wallen - Thinkin’ Bout Me,174,,
10/13/2025 6:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,,
10/13/2025 6:17,Listen.FM - Listen.FM,4,,
10/13/2025 6:17,Max McNown - Better Me For You (Brown Eyes),315285,,
10/16/2025 21:52,Russell Dickerson - Happen To Me,0,,
10/16/2025 21:55,Billy Currington - Must Be Doin' Somethin' Right,228,,
10/16/2025 21:59,Jelly Roll - Halfway To Hell,164,,
10/16/2025 22:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,,
10/16/2025 22:03,Kickin' Kountry@Listen.FM - TOH 1,17,,
10/16/2025 22:04,Luke Combs - The Kind of Love We Make,213,,
10/16/2025 22:07,Lainey Wilson - Somewhere Over Laredo,229,,
10/16/2025 22:11,George Birge - It Won't Be Long,185,,
10/16/2025 22:14,Jason Aldean - Whiskey Drink,184,,
10/16/2025 22:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/16/2025 22:18,Listen.FM - Listen.FM,10,,
10/16/2025 22:18,Keith Urban - Straight Line,206,,
10/16/2025 22:22,Cody Johnson - Dirt Cheap,243,,
10/16/2025 22:26,Chase Matthew - Darlin',159,,
10/16/2025 22:29,Sam Hunt - Take Your Time (Radio Edit),218,,
10/16/2025 22:32,Parmalee - Cowgirl,182,,
10/16/2025 22:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,,
10/16/2025 22:37,Listen.FM - Listen.FM,7,,
10/16/2025 22:37,Dustin Lynch - Small Town Boy,205,,
10/16/2025 22:43,Luke Combs - Hurricane,215,,
10/16/2025 22:47,Drew Baldridge - Tough People,212,,
10/16/2025 22:51,Chris Janson - Me & A Beer,175,,
10/16/2025 22:53,Zac Brown Band f/Jimmy Buffett - Knee Deep,204,,
10/16/2025 22:57,Morgan Wallen - I Got Better,205,,
10/16/2025 23:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/16/2025 23:02,Kickin' Kountry@Listen.FM - TOH 2,18,,
10/16/2025 23:02,Eli Young Band - Even If It Breaks Your Heart (Radio Edit),209,,
10/16/2025 23:06,Corey Kent - This Heart,190,,
10/16/2025 23:09,"Tucker Wetmore - 3,150,1",0,,
10/16/2025 23:11,Jason Aldean - My Kinda Party,228,,
10/16/2025 23:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/16/2025 23:16,Listen.FM - Listen.FM,6,,
10/16/2025 23:16,Megan Moroney - 6 Months Later,178,,
10/16/2025 23:19,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),242,,
10/16/2025 23:23,Chris Stapleton - You Should Probably Leave,203,,
10/16/2025 23:27,Parker McCollum - What Kinda Man,234,,
10/16/2025 23:31,Justin Moore - With A Woman You Love,160,,
10/16/2025 23:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/16/2025 23:35,Listen.FM - Listen.FM,8,,
10/16/2025 23:35,Morgan Wallen - I'm The Problem,170,,
10/16/2025 23:38,Kenny Chesney - American Kids (Album Version),190,,
10/16/2025 23:41,Rascal Flatts & Jonas Brothers - I Dare You,222,,
10/16/2025 23:45,Chris Stapleton - Tennessee Whiskey,237,,
10/16/2025 23:49,Jackson Dean - Fearless [Live at the Ryman],0,,
10/30/2025 8:01,Chayce Beckham - 23,49,,
10/30/2025 8:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,,
10/30/2025 8:03,Kickin' Kountry@Listen.FM - TOH 9,20,,
10/30/2025 8:03,Rascal Flatts - Life Is A Highway,0,,
10/30/2025 8:04,Rascal Flatts - Life Is A Highway,213,,
10/30/2025 8:08,Jordan Davis - Bar None,0,,
10/30/2025 9:37,Jelly Roll - Save Me (with Lainey Wilson),0,,
10/30/2025 12:09,Dan + Shay - Save Me The Trouble,11,,
10/30/2025 12:09,Carrie Underwood - Undo It,171,,
10/30/2025 12:12,Luke Combs - Back in the Saddle,213,,
10/30/2025 12:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/30/2025 12:17,Listen.FM - Listen.FM,9,,
10/30/2025 12:17,Luke Bryan - Someone Else Calling You Baby (Album Version),222,,
10/30/2025 12:21,Justin Moore - This Is My Dirt,219,,
10/30/2025 12:24,Jordan Davis - What My World Spins Around,184,,
10/30/2025 12:28,Zach Top - Good Times & Tan Lines,163,,
10/30/2025 12:30,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),169,,
10/30/2025 12:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/30/2025 12:35,Listen.FM - Listen.FM,12,,
10/30/2025 12:35,HARDY - Truck Bed,156,,
10/30/2025 12:38,Cody Johnson - The Fall,199,,
10/30/2025 12:41,Scotty McCreery - Fall Of Summer,218,,
10/30/2025 12:44,Chase Matthew - Darlin',170,,
10/30/2025 12:47,Kip Moore - Somethin' 'Bout A Truck (Radio Edit),187,,
10/30/2025 12:50,Lainey Wilson - Somewhere Over Laredo,228,,
10/30/2025 12:54,Brantley Gilbert - Bottoms Up,208,,
10/30/2025 12:58,Eric Church - Hands Of Time,201,,
10/30/2025 13:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/30/2025 13:03,Kickin' Kountry@Listen.FM - TOH 5,18,,
10/30/2025 13:03,Megan Moroney - Tennessee Orange,217,,
10/30/2025 13:07,Sam Hunt - Country House,209,,
10/30/2025 13:10,Morgan Wallen - I Got Better,205,,
10/30/2025 13:14,Nate Smith - Whiskey On You,179,,
10/30/2025 13:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/30/2025 13:18,Listen.FM - Listen.FM,3,,
10/30/2025 13:18,Dylan Scott - What He'll Never Have,148,,
10/30/2025 13:20,Kelsea Ballerini - Cowboys Cry Too (with Noah Kahan),228,,
10/30/2025 13:24,Cody Johnson - 'Til You Can't,218,,
10/30/2025 13:28,Warren Zeiders - Pretty Little Poison,215,,
10/30/2025 13:31,Parmalee - Cowgirl,178,,
10/30/2025 13:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/30/2025 13:36,Listen.FM - Listen.FM,8,,
10/30/2025 13:36,Brooks & Dunn - Red Dirt Road (Single Edit),238,,
10/30/2025 13:40,Meghan Patrick - Golden Child,223,,
10/30/2025 13:44,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),224,,
10/30/2025 13:47,Sam Hunt - House Party,193,,
10/30/2025 13:51,Max McNown - Better Me For You (Brown Eyes),187,,
10/30/2025 13:54,Thomas Rhett - Get Some Of That,194,,
10/30/2025 13:57,Tyler Hubbard - Back Then Right Now,201,,
10/30/2025 14:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/30/2025 14:02,Kickin' Kountry@Listen.FM - TOH 6,21,,
10/30/2025 14:02,"Tucker Wetmore - 3,152,1",0,,
10/30/2025 14:05,Jon Pardi - Heartache On The Dance Floor,210,,
10/30/2025 14:08,Zach Top - Sounds Like The Radio,210,,
10/30/2025 14:12,LANco - Greatest Love Story,219,,
10/30/2025 14:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/30/2025 14:17,Listen.FM - Listen.FM,3,,
10/30/2025 14:17,Jackson Dean - Heavens To Betsy,202,,
10/30/2025 14:20,Montgomery Gentry - Hell Yeah,246,,
10/30/2025 14:24,Morgan Wallen - Everything I Love,177,,
10/30/2025 14:27,Luke Bryan - Play It Again,230,,
10/30/2025 14:31,Parker McCollum - What Kinda Man,231,,
10/30/2025 14:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,,
10/30/2025 14:36,Listen.FM - Listen.FM,7,,
10/30/2025 14:36,George Birge - It Won't Be Long,190,,
10/30/2025 14:39,Sam Hunt - Outskirts,184,,
10/30/2025 14:43,Keith Urban - Straight Line,212,,
10/30/2025 14:46,Lainey Wilson - Wildflowers and Wild Horses [Single Version],216,,
10/30/2025 14:50,Jelly Roll - Heart Of Stone,174,,
10/30/2025 14:53,Bryan Martin - We Ride,191,,
10/30/2025 14:56,Hudson Westbrook - House Again (feat. Miranda Lambert),199,,
10/30/2025 14:59,Jason Aldean - Girl Like You,194,,
10/30/2025 15:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,,
10/30/2025 15:04,Listen.FM - Listen.FM,4,,
10/30/2025 15:04,Kickin' Kountry@Listen.FM - TOH 7,14,,
10/30/2025 15:04,Chris Janson - Me & A Beer,179,,
10/30/2025 15:07,Morgan Wallen - Wasted On You,177,,
10/30/2025 15:10,Chris Stapleton - Think I'm In Love With You,214,,
10/30/2025 15:14,Rascal Flatts & Jonas Brothers - I Dare You,228,,
10/30/2025 15:18,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,62,,
10/30/2025 15:19,Listen.FM - Listen.FM,12,,
10/30/2025 15:19,Thomas Rhett - Unforgettable,146,,
10/30/2025 15:21,Jordan Davis - Bar None,185,,
10/30/2025 15:24,Zach Bryan - I Remember Everything (feat. Kacey Musgraves),219,,
10/30/2025 15:28,Old Dominion - One Man Band,185,,
10/30/2025 15:31,Bailey Zimmerman - Where It Ends,176,,
10/30/2025 15:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/30/2025 15:36,Listen.FM - Listen.FM,10,,
10/30/2025 15:36,HARDY - Favorite Country Song,185,,
10/30/2025 15:39,Trace Adkins - You're Gonna Miss This,224,,
10/30/2025 15:43,Blake Shelton - Stay Country or Die Tryin',205,,
10/30/2025 15:46,Luke Combs - Back in the Saddle,214,,
10/30/2025 15:50,Scotty McCreery - This Is It,224,,
10/30/2025 15:53,Jason Aldean - How Far Does A Goodbye Go,230,,
10/30/2025 15:57,Luke Bryan - Most People Are Good,220,,
10/30/2025 16:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/30/2025 16:02,Kickin' Kountry@Listen.FM - TOH 8,13,,
10/30/2025 16:03,Randy Houser - How Country Feels,181,,
10/30/2025 16:06,Megan Moroney - 6 Months Later,184,,
10/30/2025 16:09,Brett Young - In Case You Didn't Know,219,,
10/30/2025 16:12,Matt Stell - Breakin' in Boots,156,,
10/30/2025 16:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/30/2025 16:16,Listen.FM - Listen.FM,102025-11-16 01:47:05,Brantley Gilbert - Bottoms Up,0
